,y_lo,y_hi,h_lo,h_hi,result
1200,18.0,18.1,10.0,11.0,unsafe
1201,18.0,18.1,11.0,12.0,unsafe
1202,18.0,18.1,12.0,13.0,unsafe
1203,18.0,18.1,13.0,14.0,unsafe
1204,18.0,18.1,14.0,15.0,unsafe
1205,18.0,18.1,15.0,16.0,unsafe
1206,18.0,18.1,16.0,17.0,unsafe
1207,18.0,18.1,17.0,18.0,unsafe
1208,18.0,18.1,18.0,19.0,unsafe
1209,18.0,18.1,19.0,20.0,unsafe
1210,18.0,18.1,20.0,21.0,unsafe
1211,18.0,18.1,21.0,22.0,unsafe
1212,18.0,18.1,22.0,23.0,unsafe
1213,18.0,18.1,23.0,24.0,unsafe
1214,18.0,18.1,24.0,25.0,unsafe
1215,18.0,18.1,25.0,26.0,unsafe
1216,18.0,18.1,26.0,27.0,unsafe
1217,18.0,18.1,27.0,28.0,unsafe
1218,18.0,18.1,28.0,29.0,unsafe
1219,18.0,18.1,29.0,30.0,unsafe
1220,18.1,18.2,10.0,11.0,unsafe
1221,18.1,18.2,11.0,12.0,unsafe
1222,18.1,18.2,12.0,13.0,unsafe
1223,18.1,18.2,13.0,14.0,unsafe
1224,18.1,18.2,14.0,15.0,unsafe
1225,18.1,18.2,15.0,16.0,unsafe
1226,18.1,18.2,16.0,17.0,unsafe
1227,18.1,18.2,17.0,18.0,unsafe
1228,18.1,18.2,18.0,19.0,unsafe
1229,18.1,18.2,19.0,20.0,unsafe
1230,18.1,18.2,20.0,21.0,unsafe
1231,18.1,18.2,21.0,22.0,unsafe
1232,18.1,18.2,22.0,23.0,unsafe
1233,18.1,18.2,23.0,24.0,unsafe
1234,18.1,18.2,24.0,25.0,unsafe
1235,18.1,18.2,25.0,26.0,unsafe
1236,18.1,18.2,26.0,27.0,unsafe
1237,18.1,18.2,27.0,28.0,unsafe
1238,18.1,18.2,28.0,29.0,unsafe
1239,18.1,18.2,29.0,30.0,unsafe
1240,18.2,18.3,10.0,11.0,unknown
1241,18.2,18.3,11.0,12.0,unsafe
1242,18.2,18.3,12.0,13.0,unsafe
1243,18.2,18.3,13.0,14.0,unsafe
1244,18.2,18.3,14.0,15.0,unsafe
1245,18.2,18.3,15.0,16.0,unsafe
1246,18.2,18.3,16.0,17.0,unsafe
1247,18.2,18.3,17.0,18.0,unsafe
1248,18.2,18.3,18.0,19.0,unsafe
1249,18.2,18.3,19.0,20.0,unsafe
1250,18.2,18.3,20.0,21.0,unsafe
1251,18.2,18.3,21.0,22.0,unsafe
1252,18.2,18.3,22.0,23.0,unsafe
1253,18.2,18.3,23.0,24.0,unsafe
1254,18.2,18.3,24.0,25.0,unsafe
1255,18.2,18.3,25.0,26.0,unsafe
1256,18.2,18.3,26.0,27.0,unsafe
1257,18.2,18.3,27.0,28.0,unsafe
1258,18.2,18.3,28.0,29.0,unsafe
1259,18.2,18.3,29.0,30.0,unsafe
1260,18.3,18.4,10.0,11.0,unknown
1261,18.3,18.4,11.0,12.0,unsafe
1262,18.3,18.4,12.0,13.0,unsafe
1263,18.3,18.4,13.0,14.0,unsafe
1264,18.3,18.4,14.0,15.0,unsafe
1265,18.3,18.4,15.0,16.0,unsafe
1266,18.3,18.4,16.0,17.0,unsafe
1267,18.3,18.4,17.0,18.0,unsafe
1268,18.3,18.4,18.0,19.0,unsafe
1269,18.3,18.4,19.0,20.0,unsafe
1270,18.3,18.4,20.0,21.0,unsafe
1271,18.3,18.4,21.0,22.0,unsafe
1272,18.3,18.4,22.0,23.0,unsafe
1273,18.3,18.4,23.0,24.0,unsafe
1274,18.3,18.4,24.0,25.0,unsafe
1275,18.3,18.4,25.0,26.0,unsafe
1276,18.3,18.4,26.0,27.0,unsafe
1277,18.3,18.4,27.0,28.0,unsafe
1278,18.3,18.4,28.0,29.0,unsafe
1279,18.3,18.4,29.0,30.0,unsafe
1280,18.4,18.5,10.0,11.0,unknown
1281,18.4,18.5,11.0,12.0,unsafe
1282,18.4,18.5,12.0,13.0,unsafe
1283,18.4,18.5,13.0,14.0,unsafe
1284,18.4,18.5,14.0,15.0,unsafe
1285,18.4,18.5,15.0,16.0,unsafe
1286,18.4,18.5,16.0,17.0,unsafe
1287,18.4,18.5,17.0,18.0,unsafe
1288,18.4,18.5,18.0,19.0,unsafe
1289,18.4,18.5,19.0,20.0,unsafe
1290,18.4,18.5,20.0,21.0,unsafe
1291,18.4,18.5,21.0,22.0,unsafe
1292,18.4,18.5,22.0,23.0,unsafe
1293,18.4,18.5,23.0,24.0,unsafe
1294,18.4,18.5,24.0,25.0,unsafe
1295,18.4,18.5,25.0,26.0,unsafe
1296,18.4,18.5,26.0,27.0,unsafe
1297,18.4,18.5,27.0,28.0,unsafe
1298,18.4,18.5,28.0,29.0,unsafe
1299,18.4,18.5,29.0,30.0,unsafe
1300,18.5,18.6,10.0,11.0,unknown
1301,18.5,18.6,11.0,12.0,unsafe
1302,18.5,18.6,12.0,13.0,unsafe
1303,18.5,18.6,13.0,14.0,unsafe
1304,18.5,18.6,14.0,15.0,unsafe
1305,18.5,18.6,15.0,16.0,unsafe
1306,18.5,18.6,16.0,17.0,unsafe
1307,18.5,18.6,17.0,18.0,unsafe
1308,18.5,18.6,18.0,19.0,unsafe
1309,18.5,18.6,19.0,20.0,unsafe
1310,18.5,18.6,20.0,21.0,unsafe
1311,18.5,18.6,21.0,22.0,unsafe
1312,18.5,18.6,22.0,23.0,unsafe
1313,18.5,18.6,23.0,24.0,unsafe
1314,18.5,18.6,24.0,25.0,unsafe
1315,18.5,18.6,25.0,26.0,unsafe
1316,18.5,18.6,26.0,27.0,unsafe
1317,18.5,18.6,27.0,28.0,unsafe
1318,18.5,18.6,28.0,29.0,unsafe
1319,18.5,18.6,29.0,30.0,unsafe
1320,18.6,18.7,10.0,11.0,unknown
1321,18.6,18.7,11.0,12.0,unsafe
1322,18.6,18.7,12.0,13.0,unsafe
1323,18.6,18.7,13.0,14.0,unsafe
1324,18.6,18.7,14.0,15.0,unsafe
1325,18.6,18.7,15.0,16.0,unsafe
1326,18.6,18.7,16.0,17.0,unsafe
1327,18.6,18.7,17.0,18.0,unsafe
1328,18.6,18.7,18.0,19.0,unsafe
1329,18.6,18.7,19.0,20.0,unsafe
1330,18.6,18.7,20.0,21.0,unsafe
1331,18.6,18.7,21.0,22.0,unsafe
1332,18.6,18.7,22.0,23.0,unsafe
1333,18.6,18.7,23.0,24.0,unsafe
1334,18.6,18.7,24.0,25.0,unsafe
1335,18.6,18.7,25.0,26.0,unsafe
1336,18.6,18.7,26.0,27.0,unsafe
1337,18.6,18.7,27.0,28.0,unsafe
1338,18.6,18.7,28.0,29.0,unsafe
1339,18.6,18.7,29.0,30.0,unsafe
1340,18.7,18.8,10.0,11.0,unknown
1341,18.7,18.8,11.0,12.0,unknown
1342,18.7,18.8,12.0,13.0,unsafe
1343,18.7,18.8,13.0,14.0,unsafe
1344,18.7,18.8,14.0,15.0,unsafe
1345,18.7,18.8,15.0,16.0,unsafe
1346,18.7,18.8,16.0,17.0,unsafe
1347,18.7,18.8,17.0,18.0,unsafe
1348,18.7,18.8,18.0,19.0,unsafe
1349,18.7,18.8,19.0,20.0,unsafe
1350,18.7,18.8,20.0,21.0,unsafe
1351,18.7,18.8,21.0,22.0,unsafe
1352,18.7,18.8,22.0,23.0,unsafe
1353,18.7,18.8,23.0,24.0,unsafe
1354,18.7,18.8,24.0,25.0,unsafe
1355,18.7,18.8,25.0,26.0,unsafe
1356,18.7,18.8,26.0,27.0,unsafe
1357,18.7,18.8,27.0,28.0,unsafe
1358,18.7,18.8,28.0,29.0,unsafe
1359,18.7,18.8,29.0,30.0,unsafe
1360,18.8,18.9,10.0,11.0,safe
1361,18.8,18.9,11.0,12.0,unknown
1362,18.8,18.9,12.0,13.0,unsafe
1363,18.8,18.9,13.0,14.0,unsafe
1364,18.8,18.9,14.0,15.0,unsafe
1365,18.8,18.9,15.0,16.0,unsafe
1366,18.8,18.9,16.0,17.0,unsafe
1367,18.8,18.9,17.0,18.0,unsafe
1368,18.8,18.9,18.0,19.0,unsafe
1369,18.8,18.9,19.0,20.0,unsafe
1370,18.8,18.9,20.0,21.0,unsafe
1371,18.8,18.9,21.0,22.0,unsafe
1372,18.8,18.9,22.0,23.0,unsafe
1373,18.8,18.9,23.0,24.0,unsafe
1374,18.8,18.9,24.0,25.0,unsafe
1375,18.8,18.9,25.0,26.0,unsafe
1376,18.8,18.9,26.0,27.0,unsafe
1377,18.8,18.9,27.0,28.0,unsafe
1378,18.8,18.9,28.0,29.0,unsafe
1379,18.8,18.9,29.0,30.0,unsafe
1380,18.9,19.0,10.0,11.0,safe
1381,18.9,19.0,11.0,12.0,unknown
1382,18.9,19.0,12.0,13.0,unsafe
1383,18.9,19.0,13.0,14.0,unsafe
1384,18.9,19.0,14.0,15.0,unsafe
1385,18.9,19.0,15.0,16.0,unsafe
1386,18.9,19.0,16.0,17.0,unsafe
1387,18.9,19.0,17.0,18.0,unsafe
1388,18.9,19.0,18.0,19.0,unsafe
1389,18.9,19.0,19.0,20.0,unsafe
1390,18.9,19.0,20.0,21.0,unsafe
1391,18.9,19.0,21.0,22.0,unsafe
1392,18.9,19.0,22.0,23.0,unsafe
1393,18.9,19.0,23.0,24.0,unsafe
1394,18.9,19.0,24.0,25.0,unsafe
1395,18.9,19.0,25.0,26.0,unsafe
1396,18.9,19.0,26.0,27.0,unsafe
1397,18.9,19.0,27.0,28.0,unsafe
1398,18.9,19.0,28.0,29.0,unsafe
1399,18.9,19.0,29.0,30.0,unsafe
1400,19.0,19.1,10.0,11.0,safe
1401,19.0,19.1,11.0,12.0,unknown
1402,19.0,19.1,12.0,13.0,unsafe
1403,19.0,19.1,13.0,14.0,unsafe
1404,19.0,19.1,14.0,15.0,unsafe
1405,19.0,19.1,15.0,16.0,unsafe
1406,19.0,19.1,16.0,17.0,unsafe
1407,19.0,19.1,17.0,18.0,unsafe
1408,19.0,19.1,18.0,19.0,unsafe
1409,19.0,19.1,19.0,20.0,unsafe
1410,19.0,19.1,20.0,21.0,unsafe
1411,19.0,19.1,21.0,22.0,unsafe
1412,19.0,19.1,22.0,23.0,unsafe
1413,19.0,19.1,23.0,24.0,unsafe
1414,19.0,19.1,24.0,25.0,unsafe
1415,19.0,19.1,25.0,26.0,unsafe
1416,19.0,19.1,26.0,27.0,unsafe
1417,19.0,19.1,27.0,28.0,unsafe
1418,19.0,19.1,28.0,29.0,unsafe
1419,19.0,19.1,29.0,30.0,unsafe
1420,19.1,19.2,10.0,11.0,safe
1421,19.1,19.2,11.0,12.0,unknown
1422,19.1,19.2,12.0,13.0,unknown
1423,19.1,19.2,13.0,14.0,unsafe
1424,19.1,19.2,14.0,15.0,unsafe
1425,19.1,19.2,15.0,16.0,unsafe
1426,19.1,19.2,16.0,17.0,unsafe
1427,19.1,19.2,17.0,18.0,unsafe
1428,19.1,19.2,18.0,19.0,unsafe
1429,19.1,19.2,19.0,20.0,unsafe
1430,19.1,19.2,20.0,21.0,unsafe
1431,19.1,19.2,21.0,22.0,unsafe
1432,19.1,19.2,22.0,23.0,unsafe
1433,19.1,19.2,23.0,24.0,unsafe
1434,19.1,19.2,24.0,25.0,unsafe
1435,19.1,19.2,25.0,26.0,unsafe
1436,19.1,19.2,26.0,27.0,unsafe
1437,19.1,19.2,27.0,28.0,unsafe
1438,19.1,19.2,28.0,29.0,unsafe
1439,19.1,19.2,29.0,30.0,unsafe
1440,19.2,19.3,10.0,11.0,safe
1441,19.2,19.3,11.0,12.0,safe
1442,19.2,19.3,12.0,13.0,unknown
1443,19.2,19.3,13.0,14.0,unsafe
1444,19.2,19.3,14.0,15.0,unsafe
1445,19.2,19.3,15.0,16.0,unsafe
1446,19.2,19.3,16.0,17.0,unsafe
1447,19.2,19.3,17.0,18.0,unsafe
1448,19.2,19.3,18.0,19.0,unsafe
1449,19.2,19.3,19.0,20.0,unsafe
1450,19.2,19.3,20.0,21.0,unsafe
1451,19.2,19.3,21.0,22.0,unsafe
1452,19.2,19.3,22.0,23.0,unsafe
1453,19.2,19.3,23.0,24.0,unsafe
1454,19.2,19.3,24.0,25.0,unsafe
1455,19.2,19.3,25.0,26.0,unsafe
1456,19.2,19.3,26.0,27.0,unsafe
1457,19.2,19.3,27.0,28.0,unsafe
1458,19.2,19.3,28.0,29.0,unsafe
1459,19.2,19.3,29.0,30.0,unsafe
1460,19.3,19.4,10.0,11.0,safe
1461,19.3,19.4,11.0,12.0,safe
1462,19.3,19.4,12.0,13.0,unknown
1463,19.3,19.4,13.0,14.0,unsafe
1464,19.3,19.4,14.0,15.0,unsafe
1465,19.3,19.4,15.0,16.0,unsafe
1466,19.3,19.4,16.0,17.0,unsafe
1467,19.3,19.4,17.0,18.0,unsafe
1468,19.3,19.4,18.0,19.0,unsafe
1469,19.3,19.4,19.0,20.0,unsafe
1470,19.3,19.4,20.0,21.0,unsafe
1471,19.3,19.4,21.0,22.0,unsafe
1472,19.3,19.4,22.0,23.0,unsafe
1473,19.3,19.4,23.0,24.0,unsafe
1474,19.3,19.4,24.0,25.0,unsafe
1475,19.3,19.4,25.0,26.0,unsafe
1476,19.3,19.4,26.0,27.0,unsafe
1477,19.3,19.4,27.0,28.0,unsafe
1478,19.3,19.4,28.0,29.0,unsafe
1479,19.3,19.4,29.0,30.0,unsafe
1480,19.4,19.5,10.0,11.0,safe
1481,19.4,19.5,11.0,12.0,safe
1482,19.4,19.5,12.0,13.0,unknown
1483,19.4,19.5,13.0,14.0,unsafe
1484,19.4,19.5,14.0,15.0,unsafe
1485,19.4,19.5,15.0,16.0,unsafe
1486,19.4,19.5,16.0,17.0,unsafe
1487,19.4,19.5,17.0,18.0,unsafe
1488,19.4,19.5,18.0,19.0,unsafe
1489,19.4,19.5,19.0,20.0,unsafe
1490,19.4,19.5,20.0,21.0,unsafe
1491,19.4,19.5,21.0,22.0,unsafe
1492,19.4,19.5,22.0,23.0,unsafe
1493,19.4,19.5,23.0,24.0,unsafe
1494,19.4,19.5,24.0,25.0,unsafe
1495,19.4,19.5,25.0,26.0,unsafe
1496,19.4,19.5,26.0,27.0,unsafe
1497,19.4,19.5,27.0,28.0,unsafe
1498,19.4,19.5,28.0,29.0,unsafe
1499,19.4,19.5,29.0,30.0,unsafe
1500,19.5,19.6,10.0,11.0,safe
1501,19.5,19.6,11.0,12.0,safe
1502,19.5,19.6,12.0,13.0,unknown
1503,19.5,19.6,13.0,14.0,unknown
1504,19.5,19.6,14.0,15.0,unsafe
1505,19.5,19.6,15.0,16.0,unsafe
1506,19.5,19.6,16.0,17.0,unsafe
1507,19.5,19.6,17.0,18.0,unsafe
1508,19.5,19.6,18.0,19.0,unsafe
1509,19.5,19.6,19.0,20.0,unsafe
1510,19.5,19.6,20.0,21.0,unsafe
1511,19.5,19.6,21.0,22.0,unsafe
1512,19.5,19.6,22.0,23.0,unsafe
1513,19.5,19.6,23.0,24.0,unsafe
1514,19.5,19.6,24.0,25.0,unsafe
1515,19.5,19.6,25.0,26.0,unsafe
1516,19.5,19.6,26.0,27.0,unsafe
1517,19.5,19.6,27.0,28.0,unsafe
1518,19.5,19.6,28.0,29.0,unsafe
1519,19.5,19.6,29.0,30.0,unsafe
1520,19.6,19.7,10.0,11.0,safe
1521,19.6,19.7,11.0,12.0,safe
1522,19.6,19.7,12.0,13.0,safe
1523,19.6,19.7,13.0,14.0,unknown
1524,19.6,19.7,14.0,15.0,unsafe
1525,19.6,19.7,15.0,16.0,unsafe
1526,19.6,19.7,16.0,17.0,unsafe
1527,19.6,19.7,17.0,18.0,unsafe
1528,19.6,19.7,18.0,19.0,unsafe
1529,19.6,19.7,19.0,20.0,unsafe
1530,19.6,19.7,20.0,21.0,unsafe
1531,19.6,19.7,21.0,22.0,unsafe
1532,19.6,19.7,22.0,23.0,unsafe
1533,19.6,19.7,23.0,24.0,unsafe
1534,19.6,19.7,24.0,25.0,unsafe
1535,19.6,19.7,25.0,26.0,unsafe
1536,19.6,19.7,26.0,27.0,unsafe
1537,19.6,19.7,27.0,28.0,unsafe
1538,19.6,19.7,28.0,29.0,unsafe
1539,19.6,19.7,29.0,30.0,unsafe
1540,19.7,19.8,10.0,11.0,safe
1541,19.7,19.8,11.0,12.0,safe
1542,19.7,19.8,12.0,13.0,safe
1543,19.7,19.8,13.0,14.0,unknown
1544,19.7,19.8,14.0,15.0,unsafe
1545,19.7,19.8,15.0,16.0,unsafe
1546,19.7,19.8,16.0,17.0,unsafe
1547,19.7,19.8,17.0,18.0,unsafe
1548,19.7,19.8,18.0,19.0,unsafe
1549,19.7,19.8,19.0,20.0,unsafe
1550,19.7,19.8,20.0,21.0,unsafe
1551,19.7,19.8,21.0,22.0,unsafe
1552,19.7,19.8,22.0,23.0,unsafe
1553,19.7,19.8,23.0,24.0,unsafe
1554,19.7,19.8,24.0,25.0,unsafe
1555,19.7,19.8,25.0,26.0,unsafe
1556,19.7,19.8,26.0,27.0,unsafe
1557,19.7,19.8,27.0,28.0,unsafe
1558,19.7,19.8,28.0,29.0,unsafe
1559,19.7,19.8,29.0,30.0,unsafe
1560,19.8,19.9,10.0,11.0,safe
1561,19.8,19.9,11.0,12.0,safe
1562,19.8,19.9,12.0,13.0,safe
1563,19.8,19.9,13.0,14.0,unknown
1564,19.8,19.9,14.0,15.0,unsafe
1565,19.8,19.9,15.0,16.0,unsafe
1566,19.8,19.9,16.0,17.0,unsafe
1567,19.8,19.9,17.0,18.0,unsafe
1568,19.8,19.9,18.0,19.0,unsafe
1569,19.8,19.9,19.0,20.0,unsafe
1570,19.8,19.9,20.0,21.0,unsafe
1571,19.8,19.9,21.0,22.0,unsafe
1572,19.8,19.9,22.0,23.0,unsafe
1573,19.8,19.9,23.0,24.0,unsafe
1574,19.8,19.9,24.0,25.0,unsafe
1575,19.8,19.9,25.0,26.0,unsafe
1576,19.8,19.9,26.0,27.0,unsafe
1577,19.8,19.9,27.0,28.0,unsafe
1578,19.8,19.9,28.0,29.0,unsafe
1579,19.8,19.9,29.0,30.0,unsafe
1580,19.9,20.0,10.0,11.0,safe
1581,19.9,20.0,11.0,12.0,safe
1582,19.9,20.0,12.0,13.0,safe
1583,19.9,20.0,13.0,14.0,unknown
1584,19.9,20.0,14.0,15.0,unknown
1585,19.9,20.0,15.0,16.0,unsafe
1586,19.9,20.0,16.0,17.0,unsafe
1587,19.9,20.0,17.0,18.0,unsafe
1588,19.9,20.0,18.0,19.0,unsafe
1589,19.9,20.0,19.0,20.0,unsafe
1590,19.9,20.0,20.0,21.0,unsafe
1591,19.9,20.0,21.0,22.0,unsafe
1592,19.9,20.0,22.0,23.0,unsafe
1593,19.9,20.0,23.0,24.0,unsafe
1594,19.9,20.0,24.0,25.0,unsafe
1595,19.9,20.0,25.0,26.0,unsafe
1596,19.9,20.0,26.0,27.0,unsafe
1597,19.9,20.0,27.0,28.0,unsafe
1598,19.9,20.0,28.0,29.0,unsafe
1599,19.9,20.0,29.0,30.0,unsafe
1600,20.0,20.1,10.0,11.0,safe
1601,20.0,20.1,11.0,12.0,safe
1602,20.0,20.1,12.0,13.0,safe
1603,20.0,20.1,13.0,14.0,safe
1604,20.0,20.1,14.0,15.0,unknown
1605,20.0,20.1,15.0,16.0,unsafe
1606,20.0,20.1,16.0,17.0,unsafe
1607,20.0,20.1,17.0,18.0,unsafe
1608,20.0,20.1,18.0,19.0,unsafe
1609,20.0,20.1,19.0,20.0,unsafe
1610,20.0,20.1,20.0,21.0,unsafe
1611,20.0,20.1,21.0,22.0,unsafe
1612,20.0,20.1,22.0,23.0,unsafe
1613,20.0,20.1,23.0,24.0,unsafe
1614,20.0,20.1,24.0,25.0,unsafe
1615,20.0,20.1,25.0,26.0,unsafe
1616,20.0,20.1,26.0,27.0,unsafe
1617,20.0,20.1,27.0,28.0,unsafe
1618,20.0,20.1,28.0,29.0,unsafe
1619,20.0,20.1,29.0,30.0,unsafe
1620,20.1,20.2,10.0,11.0,safe
1621,20.1,20.2,11.0,12.0,safe
1622,20.1,20.2,12.0,13.0,safe
1623,20.1,20.2,13.0,14.0,safe
1624,20.1,20.2,14.0,15.0,unknown
1625,20.1,20.2,15.0,16.0,unsafe
1626,20.1,20.2,16.0,17.0,unsafe
1627,20.1,20.2,17.0,18.0,unsafe
1628,20.1,20.2,18.0,19.0,unsafe
1629,20.1,20.2,19.0,20.0,unsafe
1630,20.1,20.2,20.0,21.0,unsafe
1631,20.1,20.2,21.0,22.0,unsafe
1632,20.1,20.2,22.0,23.0,unsafe
1633,20.1,20.2,23.0,24.0,unsafe
1634,20.1,20.2,24.0,25.0,unsafe
1635,20.1,20.2,25.0,26.0,unsafe
1636,20.1,20.2,26.0,27.0,unsafe
1637,20.1,20.2,27.0,28.0,unsafe
1638,20.1,20.2,28.0,29.0,unsafe
1639,20.1,20.2,29.0,30.0,unsafe
1640,20.2,20.3,10.0,11.0,safe
1641,20.2,20.3,11.0,12.0,safe
1642,20.2,20.3,12.0,13.0,safe
1643,20.2,20.3,13.0,14.0,safe
1644,20.2,20.3,14.0,15.0,unknown
1645,20.2,20.3,15.0,16.0,unsafe
1646,20.2,20.3,16.0,17.0,unsafe
1647,20.2,20.3,17.0,18.0,unsafe
1648,20.2,20.3,18.0,19.0,unsafe
1649,20.2,20.3,19.0,20.0,unsafe
1650,20.2,20.3,20.0,21.0,unsafe
1651,20.2,20.3,21.0,22.0,unsafe
1652,20.2,20.3,22.0,23.0,unsafe
1653,20.2,20.3,23.0,24.0,unsafe
1654,20.2,20.3,24.0,25.0,unsafe
1655,20.2,20.3,25.0,26.0,unsafe
1656,20.2,20.3,26.0,27.0,unsafe
1657,20.2,20.3,27.0,28.0,unsafe
1658,20.2,20.3,28.0,29.0,unsafe
1659,20.2,20.3,29.0,30.0,unsafe
1660,20.3,20.4,10.0,11.0,safe
1661,20.3,20.4,11.0,12.0,safe
1662,20.3,20.4,12.0,13.0,safe
1663,20.3,20.4,13.0,14.0,safe
1664,20.3,20.4,14.0,15.0,unknown
1665,20.3,20.4,15.0,16.0,unknown
1666,20.3,20.4,16.0,17.0,unsafe
1667,20.3,20.4,17.0,18.0,unsafe
1668,20.3,20.4,18.0,19.0,unsafe
1669,20.3,20.4,19.0,20.0,unsafe
1670,20.3,20.4,20.0,21.0,unsafe
1671,20.3,20.4,21.0,22.0,unsafe
1672,20.3,20.4,22.0,23.0,unsafe
1673,20.3,20.4,23.0,24.0,unsafe
1674,20.3,20.4,24.0,25.0,unsafe
1675,20.3,20.4,25.0,26.0,unsafe
1676,20.3,20.4,26.0,27.0,unsafe
1677,20.3,20.4,27.0,28.0,unsafe
1678,20.3,20.4,28.0,29.0,unsafe
1679,20.3,20.4,29.0,30.0,unsafe
1680,20.4,20.5,10.0,11.0,safe
1681,20.4,20.5,11.0,12.0,safe
1682,20.4,20.5,12.0,13.0,safe
1683,20.4,20.5,13.0,14.0,safe
1684,20.4,20.5,14.0,15.0,safe
1685,20.4,20.5,15.0,16.0,unknown
1686,20.4,20.5,16.0,17.0,unsafe
1687,20.4,20.5,17.0,18.0,unsafe
1688,20.4,20.5,18.0,19.0,unsafe
1689,20.4,20.5,19.0,20.0,unsafe
1690,20.4,20.5,20.0,21.0,unsafe
1691,20.4,20.5,21.0,22.0,unsafe
1692,20.4,20.5,22.0,23.0,unsafe
1693,20.4,20.5,23.0,24.0,unsafe
1694,20.4,20.5,24.0,25.0,unsafe
1695,20.4,20.5,25.0,26.0,unsafe
1696,20.4,20.5,26.0,27.0,unsafe
1697,20.4,20.5,27.0,28.0,unsafe
1698,20.4,20.5,28.0,29.0,unsafe
1699,20.4,20.5,29.0,30.0,unsafe
1700,20.5,20.6,10.0,11.0,safe
1701,20.5,20.6,11.0,12.0,safe
1702,20.5,20.6,12.0,13.0,safe
1703,20.5,20.6,13.0,14.0,safe
1704,20.5,20.6,14.0,15.0,safe
1705,20.5,20.6,15.0,16.0,unknown
1706,20.5,20.6,16.0,17.0,unsafe
1707,20.5,20.6,17.0,18.0,unsafe
1708,20.5,20.6,18.0,19.0,unsafe
1709,20.5,20.6,19.0,20.0,unsafe
1710,20.5,20.6,20.0,21.0,unsafe
1711,20.5,20.6,21.0,22.0,unsafe
1712,20.5,20.6,22.0,23.0,unsafe
1713,20.5,20.6,23.0,24.0,unsafe
1714,20.5,20.6,24.0,25.0,unsafe
1715,20.5,20.6,25.0,26.0,unsafe
1716,20.5,20.6,26.0,27.0,unsafe
1717,20.5,20.6,27.0,28.0,unsafe
1718,20.5,20.6,28.0,29.0,unsafe
1719,20.5,20.6,29.0,30.0,unsafe
1720,20.6,20.7,10.0,11.0,safe
1721,20.6,20.7,11.0,12.0,safe
1722,20.6,20.7,12.0,13.0,safe
1723,20.6,20.7,13.0,14.0,safe
1724,20.6,20.7,14.0,15.0,safe
1725,20.6,20.7,15.0,16.0,unknown
1726,20.6,20.7,16.0,17.0,unsafe
1727,20.6,20.7,17.0,18.0,unsafe
1728,20.6,20.7,18.0,19.0,unsafe
1729,20.6,20.7,19.0,20.0,unsafe
1730,20.6,20.7,20.0,21.0,unsafe
1731,20.6,20.7,21.0,22.0,unsafe
1732,20.6,20.7,22.0,23.0,unsafe
1733,20.6,20.7,23.0,24.0,unsafe
1734,20.6,20.7,24.0,25.0,unsafe
1735,20.6,20.7,25.0,26.0,unsafe
1736,20.6,20.7,26.0,27.0,unsafe
1737,20.6,20.7,27.0,28.0,unsafe
1738,20.6,20.7,28.0,29.0,unsafe
1739,20.6,20.7,29.0,30.0,unsafe
1740,20.7,20.8,10.0,11.0,safe
1741,20.7,20.8,11.0,12.0,safe
1742,20.7,20.8,12.0,13.0,safe
1743,20.7,20.8,13.0,14.0,safe
1744,20.7,20.8,14.0,15.0,safe
1745,20.7,20.8,15.0,16.0,unknown
1746,20.7,20.8,16.0,17.0,unsafe
1747,20.7,20.8,17.0,18.0,unsafe
1748,20.7,20.8,18.0,19.0,unsafe
1749,20.7,20.8,19.0,20.0,unsafe
1750,20.7,20.8,20.0,21.0,unsafe
1751,20.7,20.8,21.0,22.0,unsafe
1752,20.7,20.8,22.0,23.0,unsafe
1753,20.7,20.8,23.0,24.0,unsafe
1754,20.7,20.8,24.0,25.0,unsafe
1755,20.7,20.8,25.0,26.0,unsafe
1756,20.7,20.8,26.0,27.0,unsafe
1757,20.7,20.8,27.0,28.0,unsafe
1758,20.7,20.8,28.0,29.0,unsafe
1759,20.7,20.8,29.0,30.0,unsafe
1760,20.8,20.9,10.0,11.0,safe
1761,20.8,20.9,11.0,12.0,safe
1762,20.8,20.9,12.0,13.0,safe
1763,20.8,20.9,13.0,14.0,safe
1764,20.8,20.9,14.0,15.0,safe
1765,20.8,20.9,15.0,16.0,unknown
1766,20.8,20.9,16.0,17.0,unknown
1767,20.8,20.9,17.0,18.0,unsafe
1768,20.8,20.9,18.0,19.0,unsafe
1769,20.8,20.9,19.0,20.0,unsafe
1770,20.8,20.9,20.0,21.0,unsafe
1771,20.8,20.9,21.0,22.0,unsafe
1772,20.8,20.9,22.0,23.0,unsafe
1773,20.8,20.9,23.0,24.0,unsafe
1774,20.8,20.9,24.0,25.0,unsafe
1775,20.8,20.9,25.0,26.0,unsafe
1776,20.8,20.9,26.0,27.0,unsafe
1777,20.8,20.9,27.0,28.0,unsafe
1778,20.8,20.9,28.0,29.0,unsafe
1779,20.8,20.9,29.0,30.0,unsafe
1780,20.9,21.0,10.0,11.0,safe
1781,20.9,21.0,11.0,12.0,safe
1782,20.9,21.0,12.0,13.0,safe
1783,20.9,21.0,13.0,14.0,safe
1784,20.9,21.0,14.0,15.0,safe
1785,20.9,21.0,15.0,16.0,safe
1786,20.9,21.0,16.0,17.0,unknown
1787,20.9,21.0,17.0,18.0,unsafe
1788,20.9,21.0,18.0,19.0,unsafe
